木马病毒	Live_Malware_CVE-2009-4324_PDF_15	CVE-2009-4324	基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3之前的9.x版本和8.2之前的8.x版本的Multimedia.api中的Doc.media.newPlayer方法中存在释放后使用漏洞。远程攻击者可借助使用ZLib压缩流的特制PDF文件执行任意代码。	远程攻击者可借助使用ZLib压缩流的特制PDF文件执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://download.opensuse.org/update/11.0/rpm/i586/acroread-9.3-0.1.i58http://download.opensuse.org/update/11.2/rpm/i586/acroread-9.3-0.1.1.ihttp://download.opensuse.org/update/11.2/rpm/i586/acroread-9.3-0.1.1.i
木马病毒	Live_Malware_CVE-2009-4324_PDF_16	CVE-2009-4324	基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3之前的9.x版本和8.2之前的8.x版本的Multimedia.api中的Doc.media.newPlayer方法中存在释放后使用漏洞。远程攻击者可借助使用ZLib压缩流的特制PDF文件执行任意代码。	远程攻击者可借助使用ZLib压缩流的特制PDF文件执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://download.opensuse.org/update/11.0/rpm/i586/acroread-9.3-0.1.i58http://download.opensuse.org/update/11.2/rpm/i586/acroread-9.3-0.1.1.ihttp://download.opensuse.org/update/11.2/rpm/i586/acroread-9.3-0.1.1.i
木马病毒	Live_Malware_CVE-2009-4324_PDF_17	CVE-2009-4324	基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3之前的9.x版本和8.2之前的8.x版本的Multimedia.api中的Doc.media.newPlayer方法中存在释放后使用漏洞。远程攻击者可借助使用ZLib压缩流的特制PDF文件执行任意代码。	远程攻击者可借助使用ZLib压缩流的特制PDF文件执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://download.opensuse.org/update/11.0/rpm/i586/acroread-9.3-0.1.i58http://download.opensuse.org/update/11.2/rpm/i586/acroread-9.3-0.1.1.ihttp://download.opensuse.org/update/11.2/rpm/i586/acroread-9.3-0.1.1.i
木马病毒	Live_Malware_CVE-2009-4324_PDF_18	CVE-2009-4324	基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3之前的9.x版本和8.2之前的8.x版本的Multimedia.api中的Doc.media.newPlayer方法中存在释放后使用漏洞。远程攻击者可借助使用ZLib压缩流的特制PDF文件执行任意代码。	远程攻击者可借助使用ZLib压缩流的特制PDF文件执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://download.opensuse.org/update/11.0/rpm/i586/acroread-9.3-0.1.i58http://download.opensuse.org/update/11.2/rpm/i586/acroread-9.3-0.1.1.ihttp://download.opensuse.org/update/11.2/rpm/i586/acroread-9.3-0.1.1.i
木马病毒	Live_Malware_CVE-2009-4324_PDF_19	CVE-2009-4324	基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3之前的9.x版本和8.2之前的8.x版本的Multimedia.api中的Doc.media.newPlayer方法中存在释放后使用漏洞。远程攻击者可借助使用ZLib压缩流的特制PDF文件执行任意代码。	远程攻击者可借助使用ZLib压缩流的特制PDF文件执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://download.opensuse.org/update/11.0/rpm/i586/acroread-9.3-0.1.i58http://download.opensuse.org/update/11.2/rpm/i586/acroread-9.3-0.1.1.ihttp://download.opensuse.org/update/11.2/rpm/i586/acroread-9.3-0.1.1.i
木马病毒	Live_Malware_CVE-2009-4324_PDF_20	CVE-2009-4324	基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3之前的9.x版本和8.2之前的8.x版本的Multimedia.api中的Doc.media.newPlayer方法中存在释放后使用漏洞。远程攻击者可借助使用ZLib压缩流的特制PDF文件执行任意代码。	远程攻击者可借助使用ZLib压缩流的特制PDF文件执行任意代码。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://download.opensuse.org/update/11.0/rpm/i586/acroread-9.3-0.1.i58http://download.opensuse.org/update/11.2/rpm/i586/acroread-9.3-0.1.1.ihttp://download.opensuse.org/update/11.2/rpm/i586/acroread-9.3-0.1.1.i
木马病毒	Live_Malware_CVE-2010-0188_PDF_00	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_01	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_02	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_03	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_04	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_05	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_06	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_07	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_08	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_09	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_10	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_11	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_12	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_13	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_14	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_15	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_16	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_17	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_18	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_19	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_20	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-0188_PDF_21	CVE-2010-0188	Adobe Reader和Acrobat都是非常流行的PDF文件阅读器。Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	Adobe Reader和Acrobat采用的开源TIFF图像解析库libtiff实现上存在缓冲区溢出漏洞，远程攻击者通过诱使用户使用Adobe Reader打开处理恶意TIFF图像文件来触发此漏洞，导致在用户系统上执行任意指令，从而控制用户系统。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-07.html
木马病毒	Live_Malware_CVE-2010-1297_PDF_00	CVE-2010-1297	Adobe Flash Player 是一款高性能的、轻量型且极具表现力的客户端运行时播放器。Adobe Acrobat和Reader都是美国Adobe公司开发的非常流行的PDF文件阅读器。Adobe Flash Player 9.0.277.0之前版本和10.1.53.64之前的10.x版本，Adobe AIR 2.0.2.12610之前版本，以及基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3.3之前的9.x版本，8.2.3之前的8.x版本支持ActionScript 3，由ActionScript Virtual Machine 2(AVM2)执行。AVM2将ActionScript Bytecode(ABC)用作输入，并实时编译到处理器特定的指令中。由于AVM2在处理newfunction()调用时错误地计算了指针位置且之后使用该指针获得对象引用，这可能导致执行内存中受控的数据。	Adobe Flash Player 9.0.277.0之前版本和10.1.53.64之前的10.x版本，Adobe AIR 2.0.2.12610之前版本，以及基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3.3之前的9.x版本，8.2.3之前的8.x版本支持ActionScript 3，由ActionScript Virtual Machine 2(AVM2)执行。AVM2将ActionScript Bytecode(ABC)用作输入，并实时编译到处理器特定的指令中。由于AVM2在处理newfunction()调用时错误地计算了指针位置且之后使用该指针获得对象引用，这可能导致执行内存中受控的数据。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-15.html
木马病毒	Live_Malware_CVE-2010-1297_PDF_01	CVE-2010-1297	Adobe Flash Player 是一款高性能的、轻量型且极具表现力的客户端运行时播放器。Adobe Acrobat和Reader都是美国Adobe公司开发的非常流行的PDF文件阅读器。Adobe Flash Player 9.0.277.0之前版本和10.1.53.64之前的10.x版本，Adobe AIR 2.0.2.12610之前版本，以及基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3.3之前的9.x版本，8.2.3之前的8.x版本支持ActionScript 3，由ActionScript Virtual Machine 2(AVM2)执行。AVM2将ActionScript Bytecode(ABC)用作输入，并实时编译到处理器特定的指令中。由于AVM2在处理newfunction()调用时错误地计算了指针位置且之后使用该指针获得对象引用，这可能导致执行内存中受控的数据。	Adobe Flash Player 9.0.277.0之前版本和10.1.53.64之前的10.x版本，Adobe AIR 2.0.2.12610之前版本，以及基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3.3之前的9.x版本，8.2.3之前的8.x版本支持ActionScript 3，由ActionScript Virtual Machine 2(AVM2)执行。AVM2将ActionScript Bytecode(ABC)用作输入，并实时编译到处理器特定的指令中。由于AVM2在处理newfunction()调用时错误地计算了指针位置且之后使用该指针获得对象引用，这可能导致执行内存中受控的数据。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-15.html
木马病毒	Live_Malware_CVE-2010-1297_PDF_02	CVE-2010-1297	Adobe Flash Player 是一款高性能的、轻量型且极具表现力的客户端运行时播放器。Adobe Acrobat和Reader都是美国Adobe公司开发的非常流行的PDF文件阅读器。Adobe Flash Player 9.0.277.0之前版本和10.1.53.64之前的10.x版本，Adobe AIR 2.0.2.12610之前版本，以及基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3.3之前的9.x版本，8.2.3之前的8.x版本支持ActionScript 3，由ActionScript Virtual Machine 2(AVM2)执行。AVM2将ActionScript Bytecode(ABC)用作输入，并实时编译到处理器特定的指令中。由于AVM2在处理newfunction()调用时错误地计算了指针位置且之后使用该指针获得对象引用，这可能导致执行内存中受控的数据。	Adobe Flash Player 9.0.277.0之前版本和10.1.53.64之前的10.x版本，Adobe AIR 2.0.2.12610之前版本，以及基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3.3之前的9.x版本，8.2.3之前的8.x版本支持ActionScript 3，由ActionScript Virtual Machine 2(AVM2)执行。AVM2将ActionScript Bytecode(ABC)用作输入，并实时编译到处理器特定的指令中。由于AVM2在处理newfunction()调用时错误地计算了指针位置且之后使用该指针获得对象引用，这可能导致执行内存中受控的数据。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-15.html
木马病毒	Live_Malware_CVE-2010-1297_PDF_03	CVE-2010-1297	Adobe Flash Player 是一款高性能的、轻量型且极具表现力的客户端运行时播放器。Adobe Acrobat和Reader都是美国Adobe公司开发的非常流行的PDF文件阅读器。Adobe Flash Player 9.0.277.0之前版本和10.1.53.64之前的10.x版本，Adobe AIR 2.0.2.12610之前版本，以及基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3.3之前的9.x版本，8.2.3之前的8.x版本支持ActionScript 3，由ActionScript Virtual Machine 2(AVM2)执行。AVM2将ActionScript Bytecode(ABC)用作输入，并实时编译到处理器特定的指令中。由于AVM2在处理newfunction()调用时错误地计算了指针位置且之后使用该指针获得对象引用，这可能导致执行内存中受控的数据。	Adobe Flash Player 9.0.277.0之前版本和10.1.53.64之前的10.x版本，Adobe AIR 2.0.2.12610之前版本，以及基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3.3之前的9.x版本，8.2.3之前的8.x版本支持ActionScript 3，由ActionScript Virtual Machine 2(AVM2)执行。AVM2将ActionScript Bytecode(ABC)用作输入，并实时编译到处理器特定的指令中。由于AVM2在处理newfunction()调用时错误地计算了指针位置且之后使用该指针获得对象引用，这可能导致执行内存中受控的数据。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-15.html
木马病毒	Live_Malware_CVE-2010-1297_PDF_04	CVE-2010-1297	Adobe Flash Player 是一款高性能的、轻量型且极具表现力的客户端运行时播放器。Adobe Acrobat和Reader都是美国Adobe公司开发的非常流行的PDF文件阅读器。Adobe Flash Player 9.0.277.0之前版本和10.1.53.64之前的10.x版本，Adobe AIR 2.0.2.12610之前版本，以及基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3.3之前的9.x版本，8.2.3之前的8.x版本支持ActionScript 3，由ActionScript Virtual Machine 2(AVM2)执行。AVM2将ActionScript Bytecode(ABC)用作输入，并实时编译到处理器特定的指令中。由于AVM2在处理newfunction()调用时错误地计算了指针位置且之后使用该指针获得对象引用，这可能导致执行内存中受控的数据。	Adobe Flash Player 9.0.277.0之前版本和10.1.53.64之前的10.x版本，Adobe AIR 2.0.2.12610之前版本，以及基于Windows和Mac OS X的Adobe Reader和Acrobat 9.3.3之前的9.x版本，8.2.3之前的8.x版本支持ActionScript 3，由ActionScript Virtual Machine 2(AVM2)执行。AVM2将ActionScript Bytecode(ABC)用作输入，并实时编译到处理器特定的指令中。由于AVM2在处理newfunction()调用时错误地计算了指针位置且之后使用该指针获得对象引用，这可能导致执行内存中受控的数据。	目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接:http://www.adobe.com/support/security/bulletins/apsb10-15.html
